input 1,input 2,output
13.54336782,15.64150093,16.2783805
15.64150093,16.2783805,14.80646486
16.2783805,14.80646486,13.66574273
14.80646486,13.66574273,6.555844413
13.66574273,6.555844413,4.930409959
6.555844413,4.930409959,4.137472013
4.930409959,4.137472013,2.846138467
4.137472013,2.846138467,2.485052175
2.846138467,2.485052175,1.687630292
2.485052175,1.687630292,2.078518675
1.687630292,2.078518675,1.094519517
2.078518675,1.094519517,1.714174533
1.094519517,1.714174533,1.594386287
1.714174533,1.594386287,1.470360177
1.594386287,1.470360177,1.118838998
1.470360177,1.118838998,0.898938297
1.118838998,0.898938297,0.787944278
0.898938297,0.787944278,0.801286301
0.787944278,0.801286301,0.873189211
0.801286301,0.873189211,1.328762698
0.873189211,1.328762698,2.240978916
1.328762698,2.240978916,4.538390273
2.240978916,4.538390273,11.03459773
4.538390273,11.03459773,13.69171539
11.03459773,13.69171539,17.70560456
13.69171539,17.70560456,13.44904995
17.70560456,13.44904995,11.75492009
13.44904995,11.75492009,6.393452377
11.75492009,6.393452377,3.191548468
6.393452377,3.191548468,2.543186325
3.191548468,2.543186325,5.01337609
2.543186325,5.01337609,2.552037743
5.01337609,2.552037743,1.564784975
2.552037743,1.564784975,1.206560047
1.564784975,1.206560047,1.011392135
1.206560047,1.011392135,1.370712733
1.011392135,1.370712733,1.910771012
1.370712733,1.910771012,1.777361206
1.910771012,1.777361206,1.460698895
1.777361206,1.460698895,1.212309583
1.460698895,1.212309583,1.011185106
1.212309583,1.011185106,0.841392168
1.011185106,0.841392168,1.216870804
0.841392168,1.216870804,1.495242157
1.216870804,1.495242157,3.379251568
1.495242157,3.379251568,6.092806525
3.379251568,6.092806525,11.78373839
6.092806525,11.78373839,13.14802392
11.78373839,13.14802392,17.45357611
13.14802392,17.45357611,16.01191923
17.45357611,16.01191923,17.87443162
16.01191923,17.87443162,11.12244581
17.87443162,11.12244581,4.16554375
11.12244581,4.16554375,2.508517579
4.16554375,2.508517579,1.957747074
2.508517579,1.957747074,2.357881623
1.957747074,2.357881623,1.995742596
2.357881623,1.995742596,1.275485
1.995742596,1.275485,0.974774664
1.275485,0.974774664,1.330521256
0.974774664,1.330521256,1.599911081
1.330521256,1.599911081,1.653132438
1.599911081,1.653132438,1.419597404
1.653132438,1.419597404,1.286127596
1.419597404,1.286127596,1.018184652
1.286127596,1.018184652,0.879865039
1.018184652,0.879865039,1.248269903
0.879865039,1.248269903,2.434105324
1.248269903,2.434105324,3.309578184
2.434105324,3.309578184,6.04653806
3.309578184,6.04653806,6.281310102
6.04653806,6.281310102,10.18514307
6.281310102,10.18514307,12.66348865
10.18514307,12.66348865,25.38526276
12.66348865,25.38526276,18.53091854
25.38526276,18.53091854,8.655940672
18.53091854,8.655940672,4.69106567
8.655940672,4.69106567,3.760921216
4.69106567,3.760921216,3.305914157
3.760921216,3.305914157,2.011543134
3.305914157,2.011543134,1.331337263
2.011543134,1.331337263,1.050154343
1.331337263,1.050154343,0.948041197
1.050154343,0.948041197,0.992702559
0.948041197,0.992702559,1.255787882
0.992702559,1.255787882,1.333453491
1.255787882,1.333453491,1.58574287
1.333453491,1.58574287,1.343053796
1.58574287,1.343053796,0.898443932
1.343053796,0.898443932,0.864249486
0.898443932,0.864249486,1.056851906
0.864249486,1.056851906,1.977580468
1.056851906,1.977580468,3.613301236
1.977580468,3.613301236,13.72288589
3.613301236,13.72288589,15.59674115
13.72288589,15.59674115,14.4479504
15.59674115,14.4479504,14.45951566
14.4479504,14.45951566,19.88644361
14.45951566,19.88644361,15.47681444
19.88644361,15.47681444,8.108136788
15.47681444,8.108136788,3.33873185
8.108136788,3.33873185,3.745807363
3.33873185,3.745807363,3.681484518
3.745807363,3.681484518,3.099511548
3.681484518,3.099511548,1.970114838
3.099511548,1.970114838,1.210001043
1.970114838,1.210001043,1.187374603
1.210001043,1.187374603,1.453520347
1.187374603,1.453520347,1.969587119
1.453520347,1.969587119,1.853625815
1.969587119,1.853625815,1.357062231
1.853625815,1.357062231,1.122581173
1.357062231,1.122581173,0.970150311
1.122581173,0.970150311,0.923016998
0.970150311,0.923016998,1.082078107
0.923016998,1.082078107,1.45661444
1.082078107,1.45661444,4.412448188
1.45661444,4.412448188,9.314374739
4.412448188,9.314374739,19.06212033
9.314374739,19.06212033,20.36602172
19.06212033,20.36602172,19.38994124
20.36602172,19.38994124,24.84596254
19.38994124,24.84596254,21.21611795
24.84596254,21.21611795,10.77096546
21.21611795,10.77096546,4.577653175
10.77096546,4.577653175,2.909731004
4.577653175,2.909731004,3.842315908
2.909731004,3.842315908,2.85313676
3.842315908,2.85313676,1.452443597
2.85313676,1.452443597,1.302809263
1.452443597,1.302809263,1.267973787
1.302809263,1.267973787,1.55198565
1.267973787,1.55198565,1.735634016
1.55198565,1.735634016,2.130884523
1.735634016,2.130884523,1.626840209
2.130884523,1.626840209,1.450673762
1.626840209,1.450673762,1.131087178
1.450673762,1.131087178,1.09312189
1.131087178,1.09312189,1.463538713
1.09312189,1.463538713,1.843684884
1.463538713,1.843684884,2.780978036
1.843684884,2.780978036,7.205456249
2.780978036,7.205456249,16.21422363
7.205456249,16.21422363,21.79569682
16.21422363,21.79569682,24.81018898
21.79569682,24.81018898,18.69249847
24.81018898,18.69249847,14.76542644
18.69249847,14.76542644,7.6885185
14.76542644,7.6885185,6.34628717
7.6885185,6.34628717,5.272167936
6.34628717,5.272167936,5.215202761
5.272167936,5.215202761,4.792227356
5.215202761,4.792227356,3.019459884
4.792227356,3.019459884,1.504584214
3.019459884,1.504584214,1.422658742
1.504584214,1.422658742,1.806781527
1.422658742,1.806781527,2.451332574
1.806781527,2.451332574,2.647867921
2.451332574,2.647867921,1.981424597
2.647867921,1.981424597,1.322586346
1.981424597,1.322586346,1.11578141
1.322586346,1.11578141,0.980900548
1.11578141,0.980900548,1.166216235
0.980900548,1.166216235,1.991386847
1.166216235,1.991386847,3.023261912
1.991386847,3.023261912,8.395639168
3.023261912,8.395639168,12.78911477
8.395639168,12.78911477,17.29718233
12.78911477,17.29718233,17.18941779
17.29718233,17.18941779,17.32739148
17.18941779,17.32739148,17.46075662
17.32739148,17.46075662,7.857908214
17.46075662,7.857908214,6.506387405
7.857908214,6.506387405,6.15542963
6.506387405,6.15542963,4.037942695
6.15542963,4.037942695,4.070457131
4.037942695,4.070457131,5.063320964
4.070457131,5.063320964,1.822395201
5.063320964,1.822395201,1.483013075
1.822395201,1.483013075,1.909965753
1.483013075,1.909965753,1.761932953
1.909965753,1.761932953,1.631588617
1.761932953,1.631588617,1.327915128
1.631588617,1.327915128,1.462702756
1.327915128,1.462702756,1.147457349
1.462702756,1.147457349,0.994825605
1.147457349,0.994825605,1.155607342
0.994825605,1.155607342,2.071625691
1.155607342,2.071625691,3.866385316
2.071625691,3.866385316,10.26439828
3.866385316,10.26439828,17.26292695
10.26439828,17.26292695,27.21700984
17.26292695,27.21700984,28.46928573
27.21700984,28.46928573,17.81780648
28.46928573,17.81780648,24.73454644
17.81780648,24.73454644,10.70792712
24.73454644,10.70792712,6.377017369
10.70792712,6.377017369,4.824527374
6.377017369,4.824527374,2.490063351
4.824527374,2.490063351,1.748445894
2.490063351,1.748445894,1.499683653
1.748445894,1.499683653,1.682141279
1.499683653,1.682141279,1.465080394
1.682141279,1.465080394,1.525364625
1.465080394,1.525364625,2.734614471
1.525364625,2.734614471,2.628552474
2.734614471,2.628552474,3.624615224
2.628552474,3.624615224,1.694038625
3.624615224,1.694038625,1.24207726
1.694038625,1.24207726,1.030517093
1.24207726,1.030517093,1.033326145
1.030517093,1.033326145,1.677042414
1.033326145,1.677042414,2.350692234
1.677042414,2.350692234,6.466322293
2.350692234,6.466322293,14.91916987
6.466322293,14.91916987,19.90058756
14.91916987,19.90058756,18.2171023
19.90058756,18.2171023,22.12776297
18.2171023,22.12776297,24.79753192
22.12776297,24.79753192,11.77774587
24.79753192,11.77774587,7.584100766
11.77774587,7.584100766,4.152034863
7.584100766,4.152034863,3.412317178
4.152034863,3.412317178,1.707569217
3.412317178,1.707569217,1.931679367
1.707569217,1.931679367,1.778411667
1.931679367,1.778411667,1.345348984
1.778411667,1.345348984,1.74087463
1.345348984,1.74087463,1.85673295
1.74087463,1.85673295,1.399505487
1.85673295,1.399505487,1.40489019
1.399505487,1.40489019,1.2762758
1.40489019,1.2762758,1.011444203
1.2762758,1.011444203,0.883895337
1.011444203,0.883895337,0.986502558
0.883895337,0.986502558,1.396484546
0.986502558,1.396484546,2.274695343
1.396484546,2.274695343,5.526578795
2.274695343,5.526578795,16.67845433
5.526578795,16.67845433,16.06101195
16.67845433,16.06101195,22.27990911
16.06101195,22.27990911,22.85220141
22.27990911,22.85220141,22.25947179
22.85220141,22.25947179,13.72889881
22.25947179,13.72889881,9.621402495
13.72889881,9.621402495,3.772436401
9.621402495,3.772436401,5.2654129
3.772436401,5.2654129,4.719290708
5.2654129,4.719290708,1.745720103
4.719290708,1.745720103,1.472404209
1.745720103,1.472404209,1.546984406
1.472404209,1.546984406,1.544904257
1.546984406,1.544904257,1.812140102
1.544904257,1.812140102,1.792522498
1.812140102,1.792522498,1.799674217
1.792522498,1.799674217,1.405403296
1.799674217,1.405403296,1.005704849
1.405403296,1.005704849,0.877271389
1.005704849,0.877271389,0.913417269
0.877271389,0.913417269,1.554819522
0.913417269,1.554819522,2.563593483
1.554819522,2.563593483,4.847623016
2.563593483,4.847623016,7.82059716
4.847623016,7.82059716,14.812597
7.82059716,14.812597,18.94241312
14.812597,18.94241312,21.71413598
18.94241312,21.71413598,18.27620831
21.71413598,18.27620831,14.38895317
18.27620831,14.38895317,12.01130228
14.38895317,12.01130228,4.219720491
12.01130228,4.219720491,3.269299168
4.219720491,3.269299168,2.361507123
3.269299168,2.361507123,1.594563969
2.361507123,1.594563969,1.115105735
1.594563969,1.115105735,1.316801945
1.115105735,1.316801945,1.471856805
1.316801945,1.471856805,1.775029624
1.471856805,1.775029624,1.026452427
1.775029624,1.026452427,1.039119031
1.026452427,1.039119031,1.031144914
1.039119031,1.031144914,0.994916566
1.031144914,0.994916566,0.885829156
0.994916566,0.885829156,1.014290113
