input1,input2,output
7822,7538,7761
7538,7761,6632
7761,6632,7538
6632,7538,8074
7538,8074,9338
8074,9338,10848
9338,10848,7079
10848,7079,23094
7079,23094,21696
23094,21696,16317
21696,16317,12906
16317,12906,13610
12906,13610,9305
13610,9305,4238
9305,4238,13387
4238,13387,16104
13387,16104,15187
16104,15187,14494
15187,14494,8555
14494,8555,6386
8555,6386,7303
6386,7303,3019
7303,3019,4126
3019,4126,3679
4126,3679,3399
3679,3399,1342
3399,1342,4048
1342,4048,2561
4048,2561,3791
2561,3791,3959
3791,3959,3601
3959,3601,961
3601,961,3556
961,3556,2046
3556,2046,1207
2046,1207,1755
1207,1755,1789
1755,1789,2494
1789,2494,1409
2494,1409,3500
1409,3500,2773
3500,2773,5413
2773,5413,78
5413,78,5547
78,5547,3299
5547,3299,4786
3299,4786,2684
4786,2684,5312
2684,5312,3813
5312,3813,10033
3813,10033,14114
10033,14114,7448
14114,7448,33
7448,33,11
33,11,2807
11,2807,2930
2807,2930,2393
2930,2393,0
2393,0,2080
0,2080,4249
2080,4249,973
4249,973,1096
973,1096,4440
1096,4440,3478
4440,3478,4630
3478,4630,7303
4630,7303,5368
7303,5368,5245
5368,5245,22
5245,22,10893
22,10893,23922
10893,23922,25481
23922,25481,26103
25481,26103,23363
26103,23363,22390
23363,22390,23039
22390,23039,19806
23039,19806,15299
19806,15299,20410
15299,20410,19437
20410,19437,15691
19437,15691,11340
15691,11340,11474
11340,11474,14091
